266;YELLOW;Shaytan Demon;creature;;3;;;;2;5;4;{production} - Deal 2 damage to yourself.;;2;100019;COMMON
267;YELLOW;Khalim's Skyguard;creature;;4;;;;2;4;3;"{flying} Can be summoned anywhere adjacent to a friendly creature.";;2;100020;COMMON
268;YELLOW;Windborne;event;;1;;;;2;;;Give a creature +1/+0, {flying} and {charge|2}.;;0;101000;EXCEPTIONAL
273;YELLOW;Wind Soldier;creature;;3;;;;2;3;1;"{haste}, {charge|3} Wind Soldier dies at end of turn.";;2;100018;COMMON
274;YELLOW;Drakkar Skycaptain;creature;;4;;;;1;2;4;"{flying} Whenever you draw a flying creature, it gains +1/+1.";;0;101000;EXCEPTIONAL
275;YELLOW;Windborne Emissary;creature;;3;;;;2;3;3;"{flying}. Has +2/+0 while you control another flying creature.";;0;101000;COMMON
276;YELLOW;Shaytan Scavenger;creature;;4;;;;2;4;3;Costs {faeria|2} less if ANY creature died this turn.;;0;101000;COMMON
277;YELLOW;Dune Drake;creature;;4;;;;2;4;4;"{flying}, {charge|2} Can't gather faeria.";;0;101000;COMMON
278;YELLOW;Windborne Champion;creature;;5;;;;5;5;5;"{flying}, {charge|5} {gift} - Move a creature.";;0;101000;EXCEPTIONAL
287;YELLOW;Windstorm Colossus;creature;;6;;;;2;1;8;Gains +1/+0 when you play an event while this card is in your hand or deck.;;0;101000;RARE
288;YELLOW;Azarai, Wrath of the Desert;creature;;10;;;;2;6;6;"{flying}, {charge|2} {gift} - Azarai drains 2 Attack from each enemy creature.";;0;101000;LEGENDARY
289;YELLOW;Air Elemental;creature;;4;;;;1;3;2;"{flying} {gift} - Create a desert.";;2;100018;COMMON
290;YELLOW;Sunsilk Faerie;creature;;2;;;;2;1;1;"{flying} The first time you draw an event, gain +3/+1 and {charge|3}.";;0;101000;RARE
291;YELLOW;Celestial Tower;structure;;2;;;;2;;3;{activate} - Give a creature {charge|5}. Deal 1 damage to this structure.;;0;101000;EXCEPTIONAL
292;YELLOW;Wind Wisp;creature;;4;;;;1;1;2;"{flying}, {charge|3} Whenever you attack a god, gain +3/+0.";;2;100020;EXCEPTIONAL
293;YELLOW;Flash Wind;event;;0;;;;2;;;"{options|Move a friendly creature.| You may pay {faeria|3} more to move an enemy creature instead.} Move a friendly creature.  You may pay {faeria|3} more to move an enemy creature instead.";;2;100020;EXCEPTIONAL
294;YELLOW;Golden Aviary;structure;;3;;;;2;;2;All your flying creatures have +2/+0.;;0;101000;RARE
295;YELLOW;Zealous Crusader;creature;;5;;;;2;5;5;"{charge|2} Gain +1/+1 each time you attack a god while in your deck or hand.";;0;101000;RARE
296;YELLOW;Keldran Soldier;creature;;2;;;;1;3;2;;;0;101000;COMMON
297;YELLOW;Lord of the Wastes;creature;;5;;;;1;7;3;{gift} - You may sacrifice another creature to gain {faeria|3}.;;0;101000;COMMON
298;YELLOW;Shaytan Assassin;creature;;3;;;;2;1;1;"{deathtouch} {gift} - You may sacrifice another creature to give this creature {protection}.";;0;101000;EXCEPTIONAL
299;YELLOW;Demon Wrangler;creature;;2;;;;1;2;1;{gift} - You may sacrifice another creature, summoning a 5/2 {flying} <b>Demon Wing</b> in its place.;;0;101000;COMMON
300;YELLOW;Death Walker;creature;;3;;;;2;6;5;"{deathtouch}. You must sacrifice another creature to summon this creature.";;0;101000;EXCEPTIONAL
301;YELLOW;Oath to Oblivion;event;;3;;;;2;;;Destroy a friendly creature. Summon a 6/3 <b>Oblivion Knight</b> with {charge|3} in its place.;;0;101000;EXCEPTIONAL
302;YELLOW;Shaytan Vampire;creature;;7;;;;2;7;4;{gift} - This creature drains 2 life from all adjacent enemy creatures.;;2;101000;RARE
303;YELLOW;Iona, Beloved by All;creature;;2;;;;2;2;1;"{flying} Can't be attacked.";;0;101000;LEGENDARY
304;YELLOW;Demon Wing;creature;;4;;;;1;5;2;{flying};;2;100017;COMMON
305;YELLOW;Oblivion Knight;creature;;6;;;;1;6;3;{charge|3};;2;100018;COMMON
306;YELLOW;Soul Drain;event;;2;;;;2;;;Drain 2 Life from a creature.;;2;100019;COMMON
307;YELLOW;Choking Sand;event;;4;;;;2;;;Destroy a creature with 3 Attack or less.;;0;101000;RARE
308;YELLOW;Doomgate, Door to Oblivion;structure;;2;;;;3;;1;{activate} - Destroy a friendly creature. This structure gains +4 Life. When it has 13 or more destroy it and summon Ostregoth.;;0;101000;LEGENDARY
309;YELLOW;Windstorm Archer;creature;;2;;;;2;1;3;"{ranged_attack} Whenever you play an event, gain +1/+0 this turn.";;0;101000;EXCEPTIONAL
310;YELLOW;Windstorm Charger;creature;;3;;;;2;2;4;"{charge|3} Whenever you play an event, gain +2/+0 this turn (limit +6/+0).";;0;101000;COMMON
311;HUMAN;Apex Predator;creature;;6;3;3;;;4;4;{gift} - Gain Attack and Life equal to any creature's.;;0;101000;RARE
312;HUMAN;Icerock Behemoth;creature;;9;3;;3;;8;8;{taunt}, {protection};;0;101000;RARE
313;HUMAN;Twinsoul Spirit;creature;;4;3;;;3;4;2;"{flying}  Can be summoned adjacent to a friendly creature. {gift} - Summons a copy of itself.";;0;101000;RARE
314;HUMAN;Warstorm Champion;creature;;6;;3;3;;4;8;Whenever ANY of your creatures fight, gain +1/+1.;;0;101000;RARE
315;HUMAN;Soul Eater;creature;;5;;3;;3;1;1;Gain +1/+1 for each friendly creature that has died this game.;;0;101000;RARE
316;HUMAN;Scourgeflame Specter;creature;;6;;;3;3;3;5;"{flying}, {haste}, {charge|2} {combat} - Deal 3 damage to your opponent.";;0;101000;RARE
317;YELLOW;Demon;creature;;5;;;;1;6;5;;;0;106666;COMMON
318;BLUE;Frog;creature;;2;2;;;;2;2;{jump};;0;106666;COMMON
319;RED;The Devil;creature;;0;;;2;;4;8;{combat} - Deal 4 damage to your opponent.;;0;106666;COMMON
320;HUMAN;Twinsoul Spirit;creature;;4;2;;;2;4;2;"{flying}  Can be summoned adjacent to a friendly creature.";;0;106666;RARE
323;HUMAN;Explore;event;;0;;;;;;;Create a prairie and gain {faeria|2}.;;0;106666;COMMON
328;YELLOW;Ostregoth, Blade of Oblivion;creature;;13;;;;3;13;13;"{flying}, {haste}, {charge|5} Faeria wells can't produce faeria.";;0;106666;LEGENDARY
329;HUMAN;Cutthroat Bandit;creature;;3;;;;;4;1;;;2;100002;COMMON
330;HUMAN;Savage Horseman;creature;;3;;;;;3;2;;;0;106666;COMMON
331;HUMAN;Wisdom;event;;3;;;;;;;Draw 2 cards.;;0;106666;COMMON
332;HUMAN;Healing Prayer;event;;3;;;;;;;Gain 3 Life.;;0;106666;COMMON
333;HUMAN;Me Not Playable;event;;3;;;;;;;You can't play me.;;0;106666;COMMON
334;HUMAN;Greater Wisdom;event;;3;;;;;;;Draw FIVE cards. ;;0;106666;COMMON
335;HUMAN;Rebel Slinger ;creature;;3;;;;;2;2;{gift} - Deal 2 damage to your opponent.;;2;100002;COMMON
336;HUMAN;Spirit of the Nexus;creature;;3;1;1;1;1;10;10;{last_words} - Reduces its master to 1 life.;;0;106666;LEGENDARY
337;RED;Godfire Storm;event;;2;;;2;;;;Deal 10 damage to ALL your enemy's pathetic creatures.;;0;106666;RARE
338;HUMAN;Angry Yak;creature;;3;;;;;2;2;{haste};;2;106666;COMMON
9992;HUMAN;Gimme Faeria;event;;0;;;;;;;Gain {faeria|100} and create a land of each color at random.;;0;106666;COMMON
9993;HUMAN;You, Die!;event;;0;;;;;;;Deal 100 damage.;;0;106666;COMMON
9994;RED;Mountain;land;;;;;;;;;;;0;106666;COMMON
9995;BLUE;Lake;land;;;;;;;;;;;0;106666;COMMON
9996;YELLOW;Desert;land;;;;;;;;;;;0;106666;COMMON
9997;GREEN;Forest;land;;;;;;;;;;;0;106666;COMMON
9998;HUMAN;Prairie;land;;;;;;;;;;;0;106666;COMMON
9999;HUMAN;Orb;orb;;;;;;;;;;;0;106666;COMMON
